# CALIBRATION DONE VIA bohlin-MODEL of VEGA
# ----------------------------------- NOTES ON INDIVIDUAL SYSTEMS  -------
# ----------------------------------- can be important!!!          -------
#
# Johnson calibration from Asagio A&A card (Vega from UBVRIJKLMNH Photo-electric Catalogue, Morel et al., 1978)
# Landolt UBVRI from synphot http://www.stsci.edu/hst/HST_overview/documents/synphot/c034.html#335184
#    references in synphot are Bohlin & Gilliland (2004), Maíz Apellániz (2006), Holberg & Bergeron (2006)
# TD1 calibration derived myself
# SDSS calibration from site above, but VEGA mags from Holberg & Bergeron 2006, compatible with http://www.sdss.org/dr6/algorithms/sdssUBVRITransform.html
# GALEX from http://galexgi.gsfc.nasa.gov/docs/galex/FAQ/counts_background.html
#   ---> make sure to take the GALEX calibration from the literature, this is much safer I guess
# GAIA Calibrations are pre-launch and thus only for simulation purposes
# MIPS from Rieke et al, 2006 or Engelbrach (ssc.spitzer.caltech.edu/mips/calib)
#      Be careful, IRAC and MIPS calibrations are not for the 'weighted average'
#      flux, but come readily from the calibration tables.
#      Here, the lambda_eff is calculated as the weighted average of the
#      response curve
# BESSEL response curves from CHORIZOS, zeropoints from Bessel, 1990
# IPHAS is defined as 0 magnitude for r', i' and Ha band for Vega (Drew et al., 2005)
# UVEX is defined as 0 magnitude in all bands (Paul Groot, priv. comm.)
# WISE zeropoints defined in Wright 2010 ""zeropoints on the Vega system in the WISE passbands of Flam = 8.180e−15, 2.415e−15, 6.515e−17 & 5.090e−18 W/cm2/µm, which convert""
# STROMGREN calibration from Maiz-Apellaniz (2007) (used to be from synphot user guide and earlier from Asagio A&A card)
#    ----> used to be STROMGREN   U   3.25e-09   0   0   0   1.288   1.06679608688e-08   
#                     STROMGREN   V   7.18e-09   0   0   0   0.040   7.57261249786e-09   
#                     STROMGREN   B   5.81e-09   0   0   0   -0.120   5.11028586313e-09   
#                     STROMGREN   Y   3.70e-09   0   0   0   -0.123   3.20363998209e-09
#    ----> SYNPHOT: STROMGREN   U   3.25e-09   0   0   0   1.459   1.24876700135e-08   
#                   STROMGREN   V   7.18e-09   0   0   0   0.206   8.82359841247e-09   
#                   STROMGREN   B   5.81e-09   0   0   0   0.045   5.949016791e-09   
#                   STROMGREN   Y   3.70e-09   0   0   0   0.038   3.71572620327e-09
#    ----> MAIZ-APELLANIZ: STROMGREN   U   -   0   0   0   1.432   -
#                          STROMGREN   V   -   0   0   0   0.179   -
#                          STROMGREN   B   -   0   0   0   0.018   -
#                          STROMGREN   Y   -   0   0   0   0.014   -
# COUSINS.V is a copy of JOHNSON.V
#=================================
# THE FOLLOWING SYSTEMS HAVE BEEN THOROUGHLY CHECKED (both zeropoints and magnitude)
#
#- STROMGREN (Maiz-Apellaniz 2007, Chorizos)
#- 2MASS     (Maiz-Apellaniz 2007, Chorizos)
#- SDSS      (Maiz-Apellaniz 2007, Chorizos)
#- TYCHO2    (Maiz-Apellaniz 2007, Chorizos)
#- COUSINS   (Maiz-Apellaniz 2007, Chorizos)
#- LANDOLT   (SYNPHOT, but confusion between B2 and B3 (same zeropoint assumed))
#- GENEVA    (Rufener database and GCPD)
#- BESSELL   (Bessel, 1990)  #-- but based on old Vega model (1980, see paper): Use colors (otherwise ZP(B)=-0.102)
#
#
# THE FOLLOWING SYSTEMS ARE VERY UNCERTAIN
#- JOHNSON
#=================================
#photband               eff_wave type    vegamag vegamag_lit ABmag ABmag_lit STmag STmag_lit       Flam0 Flam0_units  Flam0_lit        Fnu0 Fnu0_units   Fnu0_lit source                                                               
#<S50                        >f8 |S3         >f8       int32   >f8     int32   >f8     int32         >f8 |S50             int32         >f8 |S50            int32 |S100                                                                
 KEPLER.CH6566           6375.57 CCD         nan           0   nan         0   nan         0 2.37437e-09 erg/s/cm2/AA         0 3.44178e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH6768           6332.07 CCD         nan           0   nan         0   nan         0 2.42263e-09 erg/s/cm2/AA         0 3.35024e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH6970           6366.04 CCD         nan           0   nan         0   nan         0  2.3847e-09 erg/s/cm2/AA         0 3.32959e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH7172           6392.78 CCD         nan           0   nan         0   nan         0 2.35601e-09 erg/s/cm2/AA         0 3.31551e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH7374           6333.33 CCD         nan           0   nan         0   nan         0 2.41344e-09 erg/s/cm2/AA         0 3.33676e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH7576           6331.63 CCD         nan           0   nan         0   nan         0 2.41506e-09 erg/s/cm2/AA         0 3.33653e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH7778           6289.47 CCD         nan           0   nan         0   nan         0 2.46149e-09 erg/s/cm2/AA         0 3.35735e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH7980           6303.79 CCD         nan           0   nan         0   nan         0 2.44699e-09 erg/s/cm2/AA         0 3.35525e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH8182           6320.95 CCD         nan           0   nan         0   nan         0 2.42526e-09 erg/s/cm2/AA         0 3.34399e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.CH8384           6262.23 CCD         nan           0   nan         0   nan         0  2.4925e-09 erg/s/cm2/AA         0 3.37698e-20 erg/s/cm2/Hz        0 nan                                                                  
 KEPLER.V                6416.84 CCD         nan           0   nan         0   nan         0 2.44701e-09 erg/s/cm2/AA         0 3.32701e-20 erg/s/cm2/Hz        0 nan                                                                  
 KRON.I                  8400.98 CCD        0.24           1   nan         0   nan         0 1.00976e-09 erg/s/cm2/AA         0 2.36427e-20 erg/s/cm2/Hz        0 GCPD                                                                 
 KRON.R                   6880.7 CCD        0.15           1   nan         0   nan         0 1.87881e-09 erg/s/cm2/AA         0 2.97657e-20 erg/s/cm2/Hz        0 GCPD                                                                 
 LANDOLT.B2              4420.33 CCD       0.036           1   nan         0   nan         0 6.20617e-09 erg/s/cm2/AA         0 4.02531e-20 erg/s/cm2/Hz        0 Synphot                                                              
 LANDOLT.B3                 4389 CCD       0.036           1   nan         0   nan         0 6.27617e-09 erg/s/cm2/AA         0 4.01142e-20 erg/s/cm2/Hz        0 Synphot                                                              
 LANDOLT.I               7884.05 CCD       0.028           1   nan         0   nan         0 1.19379e-09 erg/s/cm2/AA         0 2.46938e-20 erg/s/cm2/Hz        0 Synphot                                                              
 LANDOLT.R               6499.87 CCD       0.038           1   nan         0   nan         0 2.19313e-09 erg/s/cm2/AA         0 3.06728e-20 erg/s/cm2/Hz        0 Synphot                                                              
 LANDOLT.U               3641.56 CCD       0.046           1   nan         0   nan         0 4.16396e-09 erg/s/cm2/AA         0 1.86244e-20 erg/s/cm2/Hz        0 Synphot                                                              
 LANDOLT.V               5482.65 CCD       0.026           1   nan         0   nan         0  3.6234e-09 erg/s/cm2/AA         0 3.65447e-20 erg/s/cm2/Hz        0 Synphot                                                              
 MAIA.GA                 4819.68 CCD         nan           0   nan         0   nan         0 5.09823e-09 erg/s/cm2/AA         0 3.96263e-20 erg/s/cm2/Hz        0 nan                                                                  
 MAIA.GEO                4884.58 CCD         nan           0   nan         0   nan         0 4.89807e-09 erg/s/cm2/AA         0 3.95043e-20 erg/s/cm2/Hz        0 nan                                                                  
 MAIA.REO                6292.35 CCD         nan           0   nan         0   nan         0 2.35005e-09 erg/s/cm2/AA         0 3.10787e-20 erg/s/cm2/Hz        0 nan                                                                  
 MAIA.UA                 3627.44 CCD         nan           0   nan         0   nan         0 3.70755e-09 erg/s/cm2/AA         0 1.63906e-20 erg/s/cm2/Hz        0 nan                                                                  
 MAIA.UEO                3719.35 CCD         nan           0   nan         0   nan         0 4.75121e-09 erg/s/cm2/AA         0 2.21986e-20 erg/s/cm2/Hz        0 nan                                                                  
 MIPS.160            1.61607e+06 BOL         nan           0   nan         0   nan         0 2.06608e-18 erg/s/cm2/AA         0 1.71612e-24 erg/s/cm2/Hz        0 nan                                                                  
 MIPS.24                  243693 BOL         nan           0   nan         0   nan         0         nan nan                  0        7.17 Jy                  1 Rieke_etal.2008                                                      
 MIPS.70                  699911 BOL         nan           0   nan         0   nan         0         nan nan                  0       0.778 Jy                  1 Rieke_etal.2008                                                      
 MOST.V                  5229.97 CCD         nan           0   nan         0   nan         0 3.61431e-09 erg/s/cm2/AA         0 3.72204e-20 erg/s/cm2/Hz        0 nan                                                                  
 MSX.A                   87973.8 BOL         nan           0   nan         0   nan         0 2.45715e-13 erg/s/cm2/AA         0 5.89434e-22 erg/s/cm2/Hz        0 nan                                                                  
 MSX.B1                  42941.6 BOL         nan           0   nan         0   nan         0 3.18487e-12 erg/s/cm2/AA         0 1.95838e-21 erg/s/cm2/Hz        0 nan                                                                  
 MSX.B2                  43530.1 BOL         nan           0   nan         0   nan         0 3.00872e-12 erg/s/cm2/AA         0 1.90051e-21 erg/s/cm2/Hz        0 nan                                                                  
 MSX.C                    122001 BOL         nan           0   nan         0   nan         0 5.42559e-14 erg/s/cm2/AA         0 2.67234e-22 erg/s/cm2/Hz        0 nan                                                                  
 MSX.D                    147307 BOL         nan           0   nan         0   nan         0 2.56529e-14 erg/s/cm2/AA         0 1.84361e-22 erg/s/cm2/Hz        0 nan                                                                  
 MSX.E                    218026 BOL         nan           0   nan         0   nan         0 5.75741e-15 erg/s/cm2/AA         0 8.87805e-23 erg/s/cm2/Hz        0 nan                                                                  
 NARROW.HA                6568.1 CCD         nan           0   nan         0   nan         0 1.81345e-09 erg/s/cm2/AA         0 2.60954e-20 erg/s/cm2/Hz        0 nan                                                                  
 NICMOS.F110W              11235 CCD         nan           0   nan         0   nan         0 4.41217e-10 erg/s/cm2/AA         0 1.85271e-20 erg/s/cm2/Hz        0 nan                                                                  
 NICMOS.F160W            16030.4 CCD         nan           0   nan         0   nan         0 1.26805e-10 erg/s/cm2/AA         0 1.07823e-20 erg/s/cm2/Hz        0 nan                                                                  
 NICMOS.F187W            18705.6 CCD         nan           0   nan         0   nan         0 7.27227e-11 erg/s/cm2/AA         0 8.46589e-21 erg/s/cm2/Hz        0 nan                                                                  
 NICMOS.F190N            19003.4 CCD         nan           0   nan         0   nan         0 6.93676e-11 erg/s/cm2/AA         0  8.3559e-21 erg/s/cm2/Hz        0 nan                                                                  
 NICMOS.F205W            20636.1 CCD         nan           0   nan         0   nan         0 5.18117e-11 erg/s/cm2/AA         0  7.2629e-21 erg/s/cm2/Hz        0 nan                                                                  
 NICMOS.F222M            22175.1 CCD         nan           0   nan         0   nan         0 3.87211e-11 erg/s/cm2/AA         0 6.34656e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.133                1268.15 CCD          -0           1   nan         0   nan         0 3.15903e-09 erg/s/cm2/AA         0 2.20993e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.143                 1361.6 CCD       -0.37           1   nan         0   nan         0 5.13734e-09 erg/s/cm2/AA         0 3.77232e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.155                1543.32 CCD       -0.67           1   nan         0   nan         0   6.487e-09 erg/s/cm2/AA         0  5.3105e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.168                1672.04 CCD         nan           0   nan         0   nan         0 6.28383e-09 erg/s/cm2/AA         0 5.85365e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.191                1879.85 CCD       -0.43           1   nan         0   nan         0 5.75468e-09 erg/s/cm2/AA         0 6.93408e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.203                2030.46 CCD         nan           0   nan         0   nan         0 5.31887e-09 erg/s/cm2/AA         0 7.35629e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.238                2378.09 CCD         nan           0   nan         0   nan         0   4.154e-09 erg/s/cm2/AA         0  7.8582e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.246                2442.59 CCD       -0.08           1   nan         0   nan         0 4.02305e-09 erg/s/cm2/AA         0  8.1017e-21 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.294                2957.78 CCD         nan           0   nan         0   nan         0 3.56132e-09 erg/s/cm2/AA         0 1.00481e-20 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.298                 2985.6 CCD         nan           0   nan         0   nan         0 3.56115e-09 erg/s/cm2/AA         0 1.02962e-20 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.332                   3311 CCD         nan           0   nan         0   nan         0 3.34208e-09 erg/s/cm2/AA         0 1.20747e-20 erg/s/cm2/Hz        0 nan                                                                  
 OAO2.425                4244.12 CCD         nan           0   nan         0   nan         0 6.48667e-09 erg/s/cm2/AA         0 3.94695e-20 erg/s/cm2/Hz        0 nan                                                                  
 OPEN.BOL                      1 BOL         nan           0   nan         0   nan         0 3.00272e-05 erg/s/cm2/AA         0 9.02168e-21 erg/s/cm2/Hz        0 Bolometric_open_filters                                              
 PACS.B                   703898 BOL         nan           0   nan         0   nan         0 4.89079e-17 erg/s/cm2/AA         0 8.17069e-24 erg/s/cm2/Hz        0 nan                                                                  
 PACS.G              1.00191e+06 BOL         nan           0   nan         0   nan         0 1.18461e-17 erg/s/cm2/AA         0 4.01403e-24 erg/s/cm2/Hz        0 nan                                                                  
 PACS.R              1.60218e+06 BOL         nan           0   nan         0   nan         0 1.81605e-18 erg/s/cm2/AA         0 1.58757e-24 erg/s/cm2/Hz        0 nan                                                                  
 PLAVI.NIR                  7500 CCD           0           1   nan         0   nan         0 1.40025e-09 erg/s/cm2/AA         0 2.61142e-20 erg/s/cm2/Hz        0 nan                                                                  
 PLAVI.SWIR                13000 CCD           0           1   nan         0   nan         0 2.96782e-10 erg/s/cm2/AA         0 1.61897e-20 erg/s/cm2/Hz        0 nan                                                                  
 PLAVI.VIS                  5250 CCD           0           1   nan         0   nan         0 4.17261e-09 erg/s/cm2/AA         0 3.78382e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.35                 3529.31 CCD         nan           0   nan         0   nan         0 3.13125e-09 erg/s/cm2/AA         0 1.30448e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.38                    3815 CCD         nan           0   nan         0   nan         0 5.29817e-09 erg/s/cm2/AA         0 2.62114e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.41                  4164.2 CCD         nan           0   nan         0   nan         0  7.6961e-09 erg/s/cm2/AA         0 4.45415e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.42                 4257.77 CCD         nan           0   nan         0   nan         0 7.39116e-09 erg/s/cm2/AA         0 4.46831e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.45                 4520.67 CCD         nan           0   nan         0   nan         0 6.30332e-09 erg/s/cm2/AA         0 4.29668e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.48                 4879.71 CCD         nan           0   nan         0   nan         0 4.59875e-09 erg/s/cm2/AA         0 3.65406e-20 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.H                  16824.6 CCD       0.054           1   nan         0   nan         0 1.15125e-10 erg/s/cm2/AA         0 1.03864e-20 erg/s/cm2/Hz        0 VerhoelstPHD                                                         
 SAAO.J                  12344.1 CCD       0.054           1   nan         0   nan         0 3.17476e-10 erg/s/cm2/AA         0  1.6101e-20 erg/s/cm2/Hz        0 VerhoelstPHD                                                         
 SAAO.K                  21968.5 CCD       0.014           1   nan         0   nan         0  3.9143e-11 erg/s/cm2/AA         0 6.42907e-21 erg/s/cm2/Hz        0 VerhoelstPHD                                                         
 SAAO.L                  34308.7 CCD       0.032           1   nan         0   nan         0 7.45373e-12 erg/s/cm2/AA         0 2.95196e-21 erg/s/cm2/Hz        0 VerhoelstPHD                                                         
 SAAO.M                  50663.9 CCD         nan           0   nan         0   nan         0 1.67784e-12 erg/s/cm2/AA         0 1.43656e-21 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.N                   116305 CCD         nan           0   nan         0   nan         0 7.19901e-14 erg/s/cm2/AA         0 3.24975e-22 erg/s/cm2/Hz        0 nan                                                                  
 SAAO.Q                   219546 CCD         nan           0   nan         0   nan         0 5.86648e-15 erg/s/cm2/AA         0 9.44081e-23 erg/s/cm2/Hz        0 nan                                                                  
 SCUBA.350NB         3.45424e+06 BOL         nan           0   nan         0   nan         0 1.41979e-19 erg/s/cm2/AA         0 4.20985e-25 erg/s/cm2/Hz        0 nan                                                                  
 SCUBA.450NB         4.45476e+06 BOL         nan           0   nan         0   nan         0 1.26491e-19 erg/s/cm2/AA         0 8.34657e-25 erg/s/cm2/Hz        0 nan                                                                  
 SCUBA.450WB         4.56406e+06 BOL         nan           0   nan         0   nan         0 1.26491e-19 erg/s/cm2/AA         0 8.80122e-25 erg/s/cm2/Hz        0 nan                                                                  
 SCUBA.750NB           7.457e+06 BOL         nan           0   nan         0   nan         0         nan erg/s/cm2/AA         0         nan erg/s/cm2/Hz        0 nan                                                                  
 SCUBA.850NB         8.61883e+06 BOL         nan           0   nan         0   nan         0         nan erg/s/cm2/AA         0         nan erg/s/cm2/Hz        0 nan                                                                  
 SCUBA.850WB          8.5886e+06 BOL         nan           0   nan         0   nan         0         nan erg/s/cm2/AA         0         nan erg/s/cm2/Hz        0 nan                                                                  
 SDSS.G                  4694.35 CCD   -0.102146           0     0         1   nan         0 5.46588e-09 erg/s/cm2/AA         0 4.01094e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 SDSS.GP                 4758.58 CCD        -0.1           1   nan         0   nan         0 5.29168e-09 erg/s/cm2/AA         0   3.952e-20 erg/s/cm2/Hz        0 http://www.ucolick.org/~cnaw/sun.html                                
 SDSS.I                  7505.34 CCD    0.356723           0     0         1   nan         0 1.39479e-09 erg/s/cm2/AA         0 2.60652e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 SDSS.IP                 7720.93 CCD        0.38           1   nan         0   nan         0 1.28012e-09 erg/s/cm2/AA         0 2.53648e-20 erg/s/cm2/Hz        0 http://www.ucolick.org/~cnaw/sun.html                                
 SDSS.R                  6177.92 CCD    0.140706           0     0         1   nan         0 2.51312e-09 erg/s/cm2/AA         0 3.17677e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 SDSS.RP                 6260.48 CCD        0.15           1   nan         0   nan         0 2.42517e-09 erg/s/cm2/AA         0 3.15748e-20 erg/s/cm2/Hz        0 http://www.ucolick.org/~cnaw/sun.html                                
 SDSS.U                  3522.16 CCD       1.017           0  0.04         1   nan         0 3.58004e-09 erg/s/cm2/AA         0 1.49043e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 SDSS.UP                 3551.91 CCD        0.98           1   nan         0   nan         0 3.43499e-09 erg/s/cm2/AA         0 1.44086e-20 erg/s/cm2/Hz        0 http://www.ucolick.org/~cnaw/sun.html                                
 SDSS.Z                  8936.17 CCD    0.516673           0     0         1   nan         0 8.40621e-10 erg/s/cm2/AA         0  2.2582e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 SDSS.ZP                 10689.4 CCD        0.53           1   nan         0   nan         0 5.27087e-10 erg/s/cm2/AA         0 1.97625e-20 erg/s/cm2/Hz        0 http://www.ucolick.org/~cnaw/sun.html                                
 SLOAN.I                 7732.95 CCD         nan           0   nan         0   nan         0 1.26651e-09 erg/s/cm2/AA         0 2.52626e-20 erg/s/cm2/Hz        0 nan                                                                  
 SLOAN.R                 6218.06 CCD         nan           0   nan         0   nan         0 2.45948e-09 erg/s/cm2/AA         0 3.23041e-20 erg/s/cm2/Hz        0 nan                                                                  
 SPIRE.250           2.47208e+06 BOL         nan           0   nan         0   nan         0 3.08997e-19 erg/s/cm2/AA         0 6.35209e-25 erg/s/cm2/Hz        0 nan                                                                  
 SPIRE.350           3.46967e+06 BOL         nan           0   nan         0   nan         0 1.48846e-19 erg/s/cm2/AA         0 4.31535e-25 erg/s/cm2/Hz        0 nan                                                                  
 SPIRE.500           4.96743e+06 BOL         nan           0   nan         0   nan         0  5.0712e-19 erg/s/cm2/AA         0 8.90025e-25 erg/s/cm2/Hz        0 nan                                                                  
 STEBBINS.B              4876.97 CCD         nan           0   nan         0   nan         0 4.96752e-09 erg/s/cm2/AA         0 3.93815e-20 erg/s/cm2/Hz        0 nan                                                                  
 STEBBINS.G              5680.69 CCD         nan           0   nan         0   nan         0 3.25733e-09 erg/s/cm2/AA         0 3.61377e-20 erg/s/cm2/Hz        0 nan                                                                  
 STEBBINS.I              10233.8 CCD         nan           0   nan         0   nan         0 5.93039e-10 erg/s/cm2/AA         0 2.07171e-20 erg/s/cm2/Hz        0 nan                                                                  
 STEBBINS.R              7107.47 CCD         nan           0   nan         0   nan         0 1.64931e-09 erg/s/cm2/AA         0 2.77906e-20 erg/s/cm2/Hz        0 nan                                                                  
 STEBBINS.U              3516.34 CCD         nan           0   nan         0   nan         0  3.6432e-09 erg/s/cm2/AA         0 1.55943e-20 erg/s/cm2/Hz        0 nan                                                                  
 STEBBINS.V              4213.07 CCD         nan           0   nan         0   nan         0 6.48456e-09 erg/s/cm2/AA         0 3.89575e-20 erg/s/cm2/Hz        0 nan                                                                  
 STISCCD.50CCD           5751.92 CCD         nan           0   nan         0   nan         0 2.63632e-09 erg/s/cm2/AA         0 2.67482e-20 erg/s/cm2/Hz        0 nan                                                                  
 STISCCD.F28X50LP        7218.91 CCD         nan           0   nan         0   nan         0 1.63377e-09 erg/s/cm2/AA         0 2.80609e-20 erg/s/cm2/Hz        0 nan                                                                  
 STISFUV.25MAMA          1369.38 CCD         nan           0   nan         0   nan         0 4.03606e-09 erg/s/cm2/AA         0  2.6959e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISFUV.F25LYA          1242.79 CCD         nan           0   nan         0   nan         0 9.49493e-10 erg/s/cm2/AA         0 5.43434e-22 erg/s/cm2/Hz        0 nan                                                                  
 STISFUV.F25QTZ          1595.28 CCD         nan           0   nan         0   nan         0 6.63231e-09 erg/s/cm2/AA         0 5.62896e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISFUV.F25SRF2         1453.12 CCD         nan           0   nan         0   nan         0 5.68859e-09 erg/s/cm2/AA         0 4.07304e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.25MAMA          2265.03 CCD         nan           0   nan         0   nan         0 4.35968e-09 erg/s/cm2/AA         0 7.52623e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.F25CIII         2011.58 CCD         nan           0   nan         0   nan         0 5.49871e-09 erg/s/cm2/AA         0 7.39963e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.F25CN182        2006.84 CCD         nan           0   nan         0   nan         0  5.2484e-09 erg/s/cm2/AA         0 7.08957e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.F25CN270        2723.15 CCD         nan           0   nan         0   nan         0 3.74675e-09 erg/s/cm2/AA         0 9.19837e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.F25MGII         2874.17 CCD         nan           0   nan         0   nan         0 3.67148e-09 erg/s/cm2/AA         0 9.66371e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.F25QTZ          2361.42 CCD         nan           0   nan         0   nan         0 4.32611e-09 erg/s/cm2/AA         0 8.02842e-21 erg/s/cm2/Hz        0 nan                                                                  
 STISNUV.F25SRF2         2306.38 CCD         nan           0   nan         0   nan         0 4.36202e-09 erg/s/cm2/AA         0 7.75654e-21 erg/s/cm2/Hz        0 nan                                                                  
 STROMGREN.B              4671.2 CCD       0.018           1   nan         0   nan         0 5.73426e-09 erg/s/cm2/AA         0 4.16761e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 STROMGREN.HBN           4876.97 CCD       2.905           1   nan         0   nan         0 4.52476e-09 erg/s/cm2/AA         0 3.59635e-20 erg/s/cm2/Hz        0 GCPDaverage_USE_ONLY_AS_RATIO!!!                                     
 STROMGREN.HBW           4857.03 CCD           0           1   nan         0   nan         0 3.60259e-09 erg/s/cm2/AA         0 2.83176e-20 erg/s/cm2/Hz        0 GCPDaverage_USE_ONLY_AS_RATIO!!!                                     
 STROMGREN.U             3462.92 CCD       1.432           1   nan         0   nan         0 3.17731e-09 erg/s/cm2/AA         0 1.27398e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 STROMGREN.V             4108.07 CCD       0.179           1   nan         0   nan         0 7.28342e-09 erg/s/cm2/AA         0 4.10546e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 STROMGREN.Y             5477.32 CCD       0.014           1   nan         0   nan         0 3.60969e-09 erg/s/cm2/AA         0 3.62014e-20 erg/s/cm2/Hz        0 Maiz-Appellaniz2007                                                  
 SUPRIMECAM.B            4360.93 CCD         nan           0   nan         0   nan         0 6.16666e-09 erg/s/cm2/AA         0 3.94497e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.GP           4687.73 CCD         nan           0   nan         0   nan         0 5.44773e-09 erg/s/cm2/AA         0 3.97427e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.IC           7961.95 CCD         nan           0   nan         0   nan         0 1.15356e-09 erg/s/cm2/AA         0 2.43927e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.IP            7662.5 CCD         nan           0   nan         0   nan         0 1.30399e-09 erg/s/cm2/AA         0 2.55385e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.NB711        7120.08 CCD         nan           0   nan         0   nan         0 1.62955e-09 erg/s/cm2/AA         0 2.75561e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.NB816        8150.47 CCD         nan           0   nan         0   nan         0 1.06791e-09 erg/s/cm2/AA         0 2.36634e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.NB921        9183.24 CCD         nan           0   nan         0   nan         0 8.09109e-10 erg/s/cm2/AA         0 2.27598e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.RC           6499.24 CCD         nan           0   nan         0   nan         0  2.1412e-09 erg/s/cm2/AA         0 3.01692e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.RP           6239.61 CCD         nan           0   nan         0   nan         0 2.43568e-09 erg/s/cm2/AA         0   3.192e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.V            5440.31 CCD         nan           0   nan         0   nan         0 3.68087e-09 erg/s/cm2/AA         0 3.69748e-20 erg/s/cm2/Hz        0 nan                                                                  
 SUPRIMECAM.ZP           9184.56 CCD         nan           0   nan         0   nan         0 8.01828e-10 erg/s/cm2/AA         0  2.2562e-20 erg/s/cm2/Hz        0 nan                                                                  
 TD1.1565                   1565 CCD   -0.590882           0   nan         0 0.075         1 6.70429e-09 erg/s/cm2/AA         0 5.47936e-21 erg/s/cm2/Hz        0 Thompson1978                                                         
 TD1.1965                   1965 CCD   -0.439466           0   nan         0 0.075         1 5.83158e-09 erg/s/cm2/AA         0 7.51073e-21 erg/s/cm2/Hz        0 Thompson1978                                                         
 TD1.2365                   2365 CCD  -0.0438487           0   nan         0 0.075         1 4.05079e-09 erg/s/cm2/AA         0 7.55709e-21 erg/s/cm2/Hz        0 Thompson1978                                                         
 TD1.2740                   2740 CCD   0.0711183           0   nan         0 0.075         1 3.64378e-09 erg/s/cm2/AA         0 9.12394e-21 erg/s/cm2/Hz        0 Thompson1978                                                         
 TYCHO.BT                 4204.4 CCD       0.029           1   nan         0   nan         0 6.55685e-09 erg/s/cm2/AA         0 3.90875e-20 erg/s/cm2/Hz        0 nan                                                                  
 TYCHO.VT                5321.86 CCD        0.03           1   nan         0   nan         0 3.91305e-09 erg/s/cm2/AA         0 3.70697e-20 erg/s/cm2/Hz        0 nan                                                                  
